payment_history,credit_utilization,length_credit_history,credit_mix,new_credit_enquiries,income_stability_index,digital_transaction_ratio,savings_ratio,platform_loyalty_months,micro_loan_repayment,age,work_experience,monthly_income,debt_to_income_ratio,number_of_platforms,avg_weekly_hours,emergency_fund_months,bank_account_age_months,credit_card_count,missed_payments_last_year,education_level,financial_literacy_score,credit_score
0.89,0.4,13,0.37,3,0.59,0.25,0.38,1,0.01,41,17,3401.37,0.75,6,78.5,12.0,85,3,0,1,0.92,402
0.46,0.51,5,0.37,6,0.99,0.13,0.23,20,0.0,58,16,8079.61,0.78,4,52.8,20.6,33,0,2,4,0.69,368
0.61,0.5,0,0.01,1,0.72,0.71,0.28,5,0.0,19,3,4944.27,0.53,1,16.9,12.4,41,9,10,1,0.37,322
0.02,0.43,2,0.01,1,0.75,0.96,0.39,5,0.0,61,8,10909.24,0.14,4,29.9,4.4,65,3,11,1,0.59,365
0.0,0.32,17,0.0,2,0.46,0.99,0.48,9,0.01,41,14,7938.22,0.24,3,48.8,14.3,15,4,1,3,0.49,358
0.01,0.13,16,0.01,3,0.28,0.53,0.25,2,0.02,63,16,7922.41,0.64,7,61.6,18.2,44,5,7,4,0.26,370
0.03,0.63,8,0.88,4,0.61,0.31,0.01,35,0.51,21,5,13910.63,0.54,7,49.2,12.3,75,3,2,4,0.38,407
0.0,0.06,14,0.81,7,0.27,0.29,0.28,25,0.02,48,8,6651.38,0.53,1,72.8,14.3,9,4,11,1,0.26,340
0.0,0.51,7,0.48,5,0.27,0.42,0.08,20,0.01,59,2,10165.05,0.41,2,64.2,12.0,41,6,6,4,0.29,300
0.01,0.11,8,0.37,6,0.87,0.55,0.01,23,0.01,54,7,6317.34,0.73,2,74.3,18.1,91,4,8,2,0.97,354
0.01,0.39,12,0.37,3,0.5,0.56,0.24,34,0.0,50,6,9291.66,0.44,2,30.7,12.6,86,9,9,2,0.6,380
0.03,0.5,16,0.01,4,0.25,0.43,0.28,16,0.01,41,10,1881.57,0.54,3,48.5,0.7,65,7,11,2,0.6,384
0.0,0.47,9,0.76,2,0.26,0.28,0.08,12,0.01,41,9,8119.89,0.81,6,47.0,14.7,40,7,11,5,0.68,324
0.62,0.32,5,0.35,0,0.79,0.56,0.28,7,0.97,59,1,4913.17,0.12,5,72.8,14.2,38,3,2,2,0.65,416
0.01,0.72,16,0.79,0,0.89,0.57,0.12,56,0.02,64,9,1666.52,0.85,2,55.7,6.6,41,3,4,5,0.38,357
0.01,0.27,14,0.72,3,0.94,0.6,0.11,4,0.0,57,6,13286.69,0.36,3,47.3,2.5,69,7,2,1,0.7,379
0.04,0.51,9,0.0,1,0.29,0.11,0.3,11,0.0,47,6,14524.84,0.33,2,47.3,12.4,41,8,11,4,0.88,403
0.0,0.92,16,0.01,5,0.97,0.49,0.27,52,0.67,49,5,8092.87,0.91,2,60.9,19.7,41,3,6,3,0.62,321
0.0,0.79,18,0.01,3,0.38,0.55,0.41,5,0.02,38,6,1029.14,0.53,7,70.9,14.9,41,3,2,2,0.33,364
0.01,0.15,2,0.45,1,0.41,0.59,0.24,7,0.01,41,4,8383.25,0.08,6,55.0,20.9,65,5,3,5,0.27,383
0.02,0.07,17,0.39,0,0.8,0.54,0.1,33,0.01,48,16,6242.23,0.68,3,75.8,1.4,41,2,7,1,0.21,396
0.01,0.26,17,0.01,3,0.75,0.14,0.42,55,0.0,50,2,1994.44,0.53,3,23.3,12.2,21,4,7,1,0.23,367
0.01,0.67,10,0.0,0,0.87,0.71,0.16,5,0.02,56,7,3466.97,0.71,2,24.4,6.7,83,6,8,3,0.89,357
0.53,0.39,11,0.0,3,0.57,0.79,0.08,2,0.0,26,0,2533.72,0.61,1,25.6,5.0,74,8,0,1,0.35,373
0.01,0.52,16,0.0,5,0.22,0.53,0.37,4,0.02,47,16,2512.3,0.53,1,55.4,12.1,41,6,9,1,0.42,355
0.01,0.21,8,0.0,2,0.27,0.25,0.26,22,0.0,31,9,10850.39,0.77,7,49.1,11.8,19,1,1,5,0.48,358
0.02,0.89,8,0.01,0,0.8,0.11,0.28,43,0.71,40,16,11918.83,0.74,5,57.2,21.2,106,2,1,5,0.37,377
0.01,0.5,3,0.25,2,0.83,0.31,0.01,26,0.51,36,16,14434.75,0.99,5,36.9,4.4,103,3,2,1,0.62,351
0.01,0.5,13,0.37,2,0.33,0.42,0.25,34,0.0,41,2,11587.86,0.32,5,48.4,10.3,89,8,1,2,0.52,378
0.78,0.52,2,0.0,7,0.6,0.54,0.11,6,0.02,23,7,6273.21,0.84,1,77.9,1.9,60,5,2,1,0.71,369
0.01,0.22,12,0.75,2,0.34,0.44,0.02,14,0.0,57,7,12811.19,0.74,3,54.4,16.9,51,1,5,4,0.47,392
0.01,0.72,8,0.01,6,0.57,0.61,0.29,30,0.0,57,15,11503.96,0.16,1,75.6,21.2,41,2,6,2,0.61,351
0.0,0.69,9,0.01,0,0.58,0.9,0.4,5,0.01,54,13,1691.55,0.59,3,25.8,14.6,84,0,0,1,0.6,331
0.02,0.5,10,0.58,6,0.44,0.7,0.38,5,0.01,31,9,4280.87,0.16,5,48.6,18.0,41,4,2,1,0.61,394
0.38,0.07,2,0.01,6,0.32,0.39,0.26,2,0.02,22,5,13916.95,0.53,4,43.3,7.5,51,0,4,5,0.85,350
0.0,0.46,10,0.01,3,0.88,0.45,0.37,56,0.0,47,4,8702.56,0.27,6,17.7,11.8,33,4,11,3,0.82,340
0.0,0.59,13,0.01,6,0.6,0.27,0.29,47,0.0,35,2,11201.49,0.22,1,10.0,17.0,72,3,11,1,0.73,334
0.02,0.82,15,0.49,6,0.53,0.59,0.03,56,0.01,38,11,8819.01,0.03,7,24.4,12.2,110,8,5,3,0.48,385
0.0,0.9,1,0.22,0,0.55,0.75,0.1,31,0.02,41,4,12349.68,0.12,6,63.9,14.3,82,0,10,5,0.61,300
0.67,0.4,12,0.01,2,0.51,0.63,0.44,21,0.0,57,15,7063.3,0.1,4,41.1,22.6,41,3,7,1,0.62,454
0.49,0.55,1,0.0,3,0.66,0.6,0.5,5,0.02,39,9,10217.39,0.97,6,70.3,6.4,41,3,2,1,0.77,388
0.59,0.59,7,0.01,2,0.84,0.37,0.27,33,0.01,53,6,11425.91,0.8,2,14.2,12.2,41,3,10,3,0.72,369
0.0,0.22,3,0.0,1,0.87,0.49,0.28,5,0.01,63,15,1188.98,0.79,6,26.7,9.8,114,8,10,2,0.64,351
0.01,0.19,13,0.01,2,0.6,0.5,0.06,5,0.03,40,9,11855.6,0.09,3,54.5,12.7,29,6,8,1,0.41,372
0.01,0.14,5,0.01,4,0.55,0.55,0.12,39,0.01,56,9,4054.34,0.87,1,67.6,15.9,45,3,11,3,0.48,356
0.01,0.39,6,0.37,0,0.85,0.95,0.07,5,0.02,58,14,12716.95,0.89,4,40.4,15.1,85,0,11,2,0.57,365
0.94,0.5,17,0.0,2,0.83,0.83,0.28,2,0.02,59,0,5296.63,0.04,2,69.7,13.5,116,1,9,4,0.39,407
0.01,0.82,16,0.27,7,0.45,0.12,0.04,41,0.0,40,18,8180.42,0.11,4,27.8,5.3,16,3,2,2,0.5,360
0.01,0.52,1,0.87,5,0.23,0.52,0.29,35,0.0,20,4,9071.94,0.89,4,69.8,3.2,67,8,6,3,0.3,337
0.01,0.9,16,0.37,1,0.98,0.59,0.33,57,0.02,61,4,5043.55,0.16,6,26.4,19.7,35,0,9,3,0.39,357
0.0,0.79,13,0.01,4,0.62,0.66,0.0,28,0.0,41,4,2696.23,0.5,7,68.3,7.4,91,0,0,1,0.3,351
0.02,0.92,11,0.01,7,0.6,0.26,0.09,12,0.0,26,10,3302.57,0.28,2,52.8,11.3,61,1,10,5,0.96,358
0.02,0.54,16,0.0,6,0.79,0.15,0.11,38,0.02,41,3,6461.38,0.53,2,10.0,2.7,88,7,2,3,0.55,372
0.0,0.49,16,0.26,7,0.81,0.83,0.28,24,0.0,45,15,9380.72,0.63,2,31.6,23.7,80,1,7,2,0.29,300
0.02,0.61,3,0.01,5,0.6,0.26,0.05,11,0.0,44,17,1000.0,0.33,1,14.0,6.5,94,5,5,1,0.93,362
0.31,0.39,6,0.37,3,0.92,0.89,0.39,21,0.03,41,9,13505.75,0.21,2,52.6,9.6,105,8,8,3,0.52,376
0.31,0.69,3,0.01,3,0.61,0.16,0.2,12,0.54,30,13,8658.69,0.45,3,47.3,23.5,18,9,7,1,0.64,361
0.01,0.57,5,0.01,3,0.63,0.45,0.26,33,0.0,53,13,7280.97,0.64,3,26.4,12.3,65,2,3,3,0.78,348
0.02,0.5,0,0.37,7,0.38,0.55,0.29,5,0.01,42,9,14916.57,0.53,3,41.1,7.9,12,1,5,2,0.35,366
0.02,0.2,5,0.01,3,0.44,0.55,0.33,52,0.01,30,14,14439.74,0.4,2,79.3,6.6,33,3,2,2,0.8,386
0.0,0.91,13,0.84,0,0.31,0.67,0.37,29,0.0,48,6,6383.04,0.03,1,38.5,12.1,50,9,5,1,0.67,350
0.01,0.18,16,0.55,2,0.26,0.53,0.27,10,0.92,64,9,8171.38,0.76,7,48.6,19.5,109,3,8,1,0.31,382
0.82,0.52,11,0.0,0,0.3,0.54,0.11,53,0.03,62,1,9315.6,0.38,4,48.4,7.1,67,3,10,2,0.6,358
0.0,0.52,7,0.38,5,0.77,0.42,0.34,36,0.01,41,9,7921.77,0.74,2,75.3,4.7,41,2,6,1,0.6,323
0.0,0.63,19,0.0,7,0.82,0.78,0.28,38,0.02,34,10,13216.69,0.94,2,47.1,6.4,87,1,0,5,0.94,348
0.01,0.59,14,0.01,2,0.91,0.8,0.43,20,0.01,41,3,10317.09,0.53,3,49.3,14.1,41,1,7,4,0.48,375
0.02,0.51,16,0.0,1,0.68,0.65,0.05,42,0.0,53,12,8011.81,0.52,5,47.7,11.9,41,8,1,3,0.6,391
0.5,0.52,19,0.0,4,0.99,0.54,0.41,15,0.01,31,15,3653.74,0.21,2,33.0,3.1,12,0,7,2,0.61,392
0.02,0.52,16,0.01,5,0.78,0.93,0.19,5,0.47,58,0,14005.69,0.78,2,48.9,12.6,80,6,11,1,0.62,363
0.02,0.71,5,0.0,3,0.55,0.5,0.33,56,1.0,53,18,13336.99,0.47,3,56.6,5.4,24,4,10,1,0.6,358
0.67,0.85,16,0.37,6,0.72,0.73,0.15,27,0.01,55,9,8040.13,0.96,2,23.2,0.4,76,3,3,1,0.34,358
0.01,0.39,3,0.0,1,0.88,0.11,0.47,33,0.03,41,4,9028.05,0.64,2,41.5,22.8,97,7,10,1,0.99,362
0.02,0.1,19,0.8,1,0.68,0.96,0.01,5,0.03,41,3,8060.85,0.53,3,36.0,12.3,33,6,2,3,0.8,406
0.01,0.43,16,0.0,5,0.57,0.12,0.26,59,0.01,60,9,10033.95,0.53,4,27.1,20.5,110,3,2,1,0.22,382
0.78,0.57,3,0.37,0,0.6,0.21,0.14,16,0.9,63,3,3481.98,0.33,2,38.3,11.8,66,8,0,1,0.42,425
0.02,0.5,15,0.74,5,0.63,0.87,0.41,22,0.0,62,12,8508.12,0.94,6,47.8,13.2,47,3,2,3,0.55,383
0.01,0.41,16,0.0,5,0.95,0.21,0.06,22,0.75,42,8,7964.62,0.51,1,30.6,12.4,73,4,9,4,0.61,368
0.44,0.16,3,0.0,7,0.88,0.14,0.11,15,0.0,54,18,14181.75,0.04,6,74.2,10.6,92,0,8,1,0.6,394
0.01,0.56,14,0.3,3,0.42,0.83,0.43,15,0.0,26,10,2299.05,0.04,7,71.6,1.7,41,1,2,5,1.0,371
0.0,0.78,18,0.0,4,0.3,0.99,0.27,1,0.01,26,1,11928.98,0.92,4,10.0,5.9,41,4,9,1,0.43,319
0.01,0.64,16,0.01,2,0.82,0.23,0.33,54,0.01,36,2,6314.62,0.67,7,46.6,9.6,112,8,2,1,0.59,360
0.39,0.46,16,0.01,2,0.37,0.44,0.25,56,0.01,41,0,14068.81,0.36,6,48.2,7.8,36,9,2,1,0.41,365
0.91,0.51,0,0.01,7,0.58,0.54,0.22,12,0.74,51,9,14788.41,0.52,4,72.9,12.3,101,0,11,1,0.6,356
0.01,0.68,16,0.01,2,0.59,0.53,0.12,18,0.01,56,14,11305.13,0.76,5,48.6,20.6,47,3,10,4,0.22,345
0.36,0.72,7,0.0,4,0.77,0.78,0.09,5,0.0,64,9,7999.33,0.89,5,49.7,2.1,46,1,7,1,0.92,336
0.01,0.29,1,0.73,7,0.35,0.26,0.43,5,0.52,43,6,7778.1,0.28,4,15.3,23.9,82,3,8,4,0.78,354
0.0,0.5,5,0.58,1,0.58,0.95,0.05,44,0.02,41,1,11023.12,0.54,2,75.3,11.0,54,0,10,4,0.6,311
0.01,0.5,11,0.01,5,0.77,0.48,0.47,30,0.02,57,1,8180.84,1.01,2,39.8,14.4,39,5,5,1,0.57,356
0.01,0.92,16,0.0,5,0.5,0.65,0.05,7,0.01,39,7,7925.07,0.06,3,34.2,8.4,32,3,2,1,0.49,356
0.81,0.33,7,0.01,5,0.22,0.25,0.37,35,0.0,55,6,3873.5,0.12,5,71.9,23.4,41,3,9,1,0.86,366
0.02,0.66,14,0.01,0,0.36,0.54,0.02,5,0.01,60,4,2324.49,0.94,2,77.9,15.6,114,3,8,1,0.59,361
0.01,0.1,16,0.54,3,0.4,0.55,0.36,59,0.86,26,10,8096.21,0.37,5,78.2,18.7,61,0,2,1,0.58,410
0.0,0.66,14,0.01,3,0.74,0.91,0.28,26,0.01,41,3,8265.89,0.29,2,29.4,11.6,66,0,0,1,0.22,334
0.0,0.33,16,0.38,6,0.82,0.85,0.28,29,0.46,50,6,6541.02,0.83,6,47.9,23.5,83,3,5,1,0.82,355
0.29,0.64,12,0.01,3,0.26,0.55,0.14,51,0.0,38,18,4623.86,0.18,2,64.8,5.2,10,3,10,5,0.28,340
0.0,0.85,8,0.0,4,0.77,0.56,0.41,7,0.52,41,10,5093.09,0.09,2,41.1,18.0,12,9,2,3,0.41,344
0.01,0.78,18,0.01,5,0.28,0.53,0.02,32,0.03,19,3,13892.75,0.18,5,47.3,16.4,107,3,1,1,0.59,377
0.0,0.53,16,0.37,0,0.89,0.72,0.15,3,0.01,53,10,1727.07,0.1,7,58.8,17.2,15,8,2,5,0.57,378
0.36,0.51,15,0.01,7,0.74,0.77,0.35,13,0.0,41,2,12888.46,0.66,1,78.1,22.7,52,7,9,5,0.6,356
0.0,0.54,13,0.0,1,0.87,0.98,0.4,5,0.58,58,5,8192.54,0.53,1,22.7,3.5,88,0,3,1,0.94,331
0.02,0.51,14,0.01,3,0.22,0.4,0.19,22,0.01,64,11,7725.55,0.51,3,19.6,0.7,115,0,8,1,0.82,364
0.0,0.3,4,0.0,3,0.6,0.48,0.32,5,0.99,36,6,7356.27,0.27,3,72.3,5.3,108,1,10,5,0.29,331
0.01,0.36,4,0.47,1,0.54,0.62,0.23,5,0.02,44,18,9490.94,0.63,2,64.8,22.7,12,2,0,3,0.76,376
0.0,0.2,3,0.01,6,0.32,0.15,0.47,54,0.01,41,6,8002.61,0.8,3,47.8,0.2,91,5,3,5,0.76,357
0.02,0.95,4,0.01,0,0.6,0.33,0.35,26,0.0,41,11,12989.51,0.9,1,49.3,12.2,77,9,8,2,0.63,364
0.0,0.91,5,0.43,1,0.72,0.66,0.0,15,0.0,48,4,12909.06,0.28,2,49.1,2.3,17,7,8,2,0.58,317
0.0,0.84,16,0.01,3,0.85,0.97,0.19,5,0.0,22,6,5720.65,0.67,7,51.7,17.0,112,8,3,1,0.74,300
0.01,0.53,16,0.01,3,0.81,0.25,0.32,18,0.72,39,9,12265.74,0.52,6,45.2,7.5,21,5,6,5,0.43,369
0.38,0.19,4,0.01,5,0.82,0.17,0.32,5,0.0,41,3,13352.7,0.94,2,21.8,11.4,95,3,8,4,0.6,397
0.02,0.78,8,0.01,4,0.69,0.96,0.3,37,0.0,21,5,4437.67,0.51,1,62.4,13.4,41,3,10,1,0.58,363
0.01,0.31,19,0.0,6,0.57,0.85,0.37,43,0.87,22,6,7875.72,0.52,2,55.9,3.4,87,1,9,5,0.61,366
0.01,0.68,11,0.44,7,0.92,0.23,0.18,19,0.46,50,16,13348.13,0.8,4,71.9,0.8,41,7,0,3,0.82,353
0.4,0.08,16,0.0,3,0.35,0.54,0.07,9,0.02,48,16,11816.6,0.53,6,48.1,19.9,41,0,2,2,0.6,407
0.0,0.52,16,0.0,5,0.77,0.55,0.23,15,0.01,25,9,8148.51,0.47,5,43.0,11.8,41,4,0,4,0.96,350
0.34,0.92,13,0.43,4,0.76,0.55,0.06,24,0.02,46,7,14762.92,0.0,5,65.2,23.3,41,0,11,4,0.54,370
0.6,0.82,2,0.37,1,0.26,0.54,0.01,5,0.02,18,2,8205.32,0.07,2,17.0,23.2,98,6,0,1,0.8,391
0.57,0.5,10,0.8,7,0.55,0.83,0.12,39,0.0,27,5,3752.37,0.94,7,44.1,12.1,116,7,2,1,0.56,398
0.04,0.32,0,0.78,5,0.36,0.54,0.16,54,0.01,46,5,4733.85,0.52,2,54.7,13.5,88,2,8,3,0.7,407
0.01,0.49,15,0.01,3,0.65,0.41,0.15,8,0.0,48,1,9557.38,0.33,4,25.6,20.8,52,3,2,3,0.93,379
0.0,0.56,1,0.01,3,0.25,0.74,0.08,14,0.0,54,1,10408.68,0.39,4,65.9,11.4,20,3,10,1,0.38,325
0.01,0.54,2,0.37,3,0.25,0.41,0.23,58,0.01,57,9,2240.76,0.53,5,58.1,5.0,106,5,4,3,0.3,350
0.69,0.47,6,0.01,3,0.38,0.21,0.42,56,0.03,22,1,7935.24,0.11,2,45.1,13.6,57,7,6,1,0.84,345
0.0,0.5,16,0.01,7,0.6,0.79,0.27,25,0.0,41,10,2825.17,0.52,4,38.1,7.7,9,5,3,4,0.63,345
0.01,0.51,16,0.37,0,0.84,0.33,0.03,51,0.0,41,3,5526.45,0.5,3,39.0,11.9,59,2,11,4,0.71,350
0.89,0.44,12,0.01,3,0.6,0.22,0.03,5,0.74,60,18,3917.02,0.28,2,71.7,12.1,84,3,1,5,0.25,396
0.92,0.52,16,0.0,4,0.6,0.74,0.34,20,0.0,36,2,13433.18,0.53,2,64.5,12.8,62,1,6,5,0.35,391
0.0,0.25,12,0.01,3,0.67,0.35,0.27,36,0.01,36,8,5821.71,0.52,3,47.8,23.2,77,5,10,1,0.22,340
0.02,0.79,9,0.01,3,0.68,0.52,0.45,44,0.0,59,9,10389.41,0.64,6,64.0,13.1,100,6,7,3,0.75,370
0.01,0.78,1,0.01,5,0.64,0.89,0.38,5,0.02,22,6,8307.12,0.01,1,57.9,7.0,77,0,5,2,0.33,344
0.0,0.52,6,0.0,5,0.91,0.48,0.46,5,0.03,41,12,7531.03,0.87,3,18.0,22.8,53,8,8,3,0.33,346
0.01,0.38,19,0.37,0,0.59,0.49,0.24,9,0.04,54,10,8065.63,0.13,2,55.9,1.2,24,4,1,1,0.32,378
0.01,0.54,16,0.0,3,0.3,0.41,0.43,2,0.0,41,2,3404.78,0.38,6,36.0,6.5,77,8,1,3,0.66,369
0.02,0.34,3,0.54,6,0.24,0.39,0.37,26,0.0,41,9,13432.19,0.65,6,47.0,23.5,13,4,4,1,0.51,373
0.0,0.41,16,0.37,3,0.96,0.28,0.31,30,0.48,41,5,14309.28,0.08,7,50.1,9.1,37,3,9,1,0.95,355
0.45,0.26,12,0.82,3,0.74,0.14,0.28,53,0.03,62,8,3818.26,0.85,6,60.9,12.3,51,5,6,1,0.32,370
0.43,0.15,13,0.37,4,0.61,0.68,0.09,5,0.02,44,9,13466.88,0.08,6,36.0,2.3,41,4,6,4,0.52,379
0.0,0.79,5,0.01,0,0.61,0.57,0.05,14,0.03,53,10,7742.54,0.07,3,68.6,12.6,41,8,11,4,0.9,318
0.0,0.45,2,0.32,3,0.78,0.65,0.29,39,0.01,27,9,11570.54,0.11,5,50.9,8.6,108,0,3,3,0.29,346
0.01,0.57,4,0.48,6,0.83,0.52,0.28,5,0.0,57,2,11957.67,0.67,1,54.0,21.7,41,7,2,5,0.6,349
0.01,0.91,12,0.01,3,0.6,0.32,0.35,36,0.51,61,0,14982.33,0.58,7,27.8,7.9,45,9,0,3,0.54,377
0.01,0.39,17,0.7,1,0.72,0.73,0.22,45,0.48,36,13,8061.56,0.37,2,24.3,6.6,45,5,0,1,0.45,394
0.94,0.62,13,0.01,5,0.81,0.17,0.42,26,0.02,31,1,7764.29,0.84,1,73.6,6.5,113,1,2,5,0.22,390
0.01,0.51,3,0.59,4,0.95,0.73,0.17,17,0.02,46,0,10783.21,0.61,5,21.5,12.5,83,8,0,4,0.29,381
0.01,0.12,16,0.01,6,0.24,0.54,0.47,16,0.01,45,4,8500.29,0.9,2,72.2,11.3,117,6,7,1,0.75,354
0.01,0.52,9,0.37,0,0.5,0.94,0.1,5,0.02,29,5,9019.75,0.33,5,70.6,10.0,75,3,1,1,0.56,378
0.62,0.88,10,0.01,3,0.68,0.2,0.34,31,0.65,41,12,11021.53,0.43,4,42.4,14.7,41,4,11,2,0.95,366
0.01,0.67,18,0.01,0,0.6,0.9,0.32,5,0.02,19,0,1746.84,0.78,4,51.0,21.4,95,4,1,1,0.8,374
0.85,0.53,17,0.0,1,0.96,0.31,0.06,46,0.0,41,12,10424.77,0.06,6,79.4,12.0,41,2,4,2,0.72,392
0.0,0.79,8,0.0,4,0.87,0.97,0.28,26,0.0,49,18,1726.87,0.88,2,56.2,18.1,101,3,9,3,0.59,300
0.0,0.49,9,0.52,6,0.34,0.38,0.23,53,0.01,47,1,13349.61,0.12,7,75.9,12.6,114,6,3,4,0.36,359
0.02,0.84,14,0.0,2,0.61,0.55,0.35,8,0.42,29,13,1263.11,0.56,1,60.0,9.6,113,0,5,1,0.81,386
0.01,0.29,11,0.37,1,0.99,0.32,0.37,5,0.01,26,10,11973.17,0.77,1,41.4,2.0,41,9,9,4,0.2,377
0.02,0.53,4,0.37,5,0.59,0.47,0.02,43,0.01,60,19,11276.09,0.44,3,78.3,21.0,41,2,2,5,0.93,382
0.02,0.71,16,0.6,0,0.87,0.29,0.34,24,0.0,41,8,2822.71,0.82,6,36.0,11.6,41,5,10,1,0.75,382
0.69,0.3,16,0.0,0,1.0,0.25,0.03,1,0.02,58,19,8275.53,0.69,7,25.9,13.6,105,3,8,3,0.6,394
0.01,0.51,19,0.44,0,0.33,0.42,0.44,1,0.0,41,1,7936.8,0.05,1,58.3,9.1,99,7,9,4,0.49,371
0.0,0.56,8,0.0,5,0.24,0.58,0.33,3,0.41,37,8,4819.31,0.53,4,70.7,22.4,71,4,5,1,0.44,340
0.94,0.36,3,0.22,4,0.29,0.55,0.29,39,0.0,42,3,7899.19,0.34,3,34.5,24.0,91,3,10,2,0.61,374
0.02,0.51,16,0.41,1,0.83,0.49,0.23,56,0.02,31,15,2002.13,0.52,5,21.7,12.2,41,8,5,3,0.39,382
0.02,0.52,19,0.01,3,0.7,0.55,0.44,33,0.01,39,9,7743.07,0.46,7,25.0,20.3,14,0,2,2,0.53,397
0.69,0.54,16,0.65,1,0.24,0.2,0.14,6,0.0,39,6,11657.18,0.87,6,58.4,13.3,108,3,3,5,0.63,387
0.7,0.39,14,0.9,3,0.8,0.56,0.17,6,0.01,64,9,8110.73,0.42,2,46.9,11.8,45,9,0,4,0.64,399
0.68,0.43,14,0.01,3,0.56,0.73,0.04,47,0.02,54,9,11876.03,0.26,7,72.1,21.1,52,1,2,5,0.58,395
0.02,0.33,10,0.9,2,0.72,0.54,0.17,43,0.02,59,6,10034.75,0.02,2,78.5,18.2,67,0,9,4,0.6,385
0.0,0.07,16,0.22,3,0.88,0.53,0.28,18,0.01,26,10,9627.3,0.59,2,18.2,11.3,33,9,3,1,0.61,350
0.0,0.68,15,0.01,2,0.59,0.99,0.01,59,0.01,29,9,7971.47,0.21,1,29.4,8.3,62,2,6,3,0.61,311
0.0,0.1,1,0.01,4,0.6,0.52,0.42,5,0.02,31,3,13400.74,0.84,2,67.3,8.2,41,3,9,2,0.58,335
0.0,0.56,13,0.0,5,0.3,0.42,0.23,53,0.01,38,2,8103.51,0.63,2,32.8,19.6,101,3,7,3,0.61,323
0.0,0.5,14,0.37,2,1.0,0.69,0.09,16,0.02,41,17,10388.13,0.13,2,63.9,5.6,29,6,5,3,0.46,361
0.01,0.56,16,0.37,6,0.51,0.83,0.23,5,0.0,45,7,8875.58,0.4,4,79.1,11.5,41,1,7,5,0.53,353
0.0,0.31,8,0.37,6,0.31,0.45,0.26,13,0.0,57,9,8789.8,0.25,6,43.8,12.3,113,8,2,3,0.64,357
0.02,0.37,6,0.01,4,0.76,0.18,0.36,50,0.0,23,4,3731.33,0.1,1,37.1,8.1,72,9,2,4,0.61,395
0.0,0.44,8,0.37,2,0.38,0.79,0.05,56,0.03,41,10,8105.97,0.77,5,47.2,21.5,31,2,6,1,0.79,363
0.01,0.72,5,0.59,4,0.97,0.5,0.27,56,0.01,57,0,5507.95,0.26,2,24.3,20.7,21,6,11,1,0.61,354
0.39,0.43,16,0.35,3,0.61,0.22,0.28,29,0.03,24,8,10880.1,0.09,3,22.3,8.4,41,3,4,1,0.6,398
0.0,0.47,13,0.43,0,0.5,0.57,0.38,5,0.0,61,3,3817.96,0.14,2,59.1,11.9,41,1,1,3,0.55,357
0.01,0.53,16,0.82,0,0.7,0.34,0.44,13,0.0,41,6,8016.09,0.8,3,30.3,12.2,41,8,10,5,0.6,383
0.01,0.3,11,0.01,0,0.88,0.27,0.2,10,0.69,40,16,7832.48,0.13,3,24.6,6.9,105,1,9,1,1.0,372
0.02,0.73,18,0.0,0,0.38,0.91,0.29,5,0.01,60,7,13757.12,0.95,2,47.4,14.8,31,5,2,1,0.3,374
0.0,0.49,1,0.59,1,0.65,0.78,0.27,6,0.0,62,6,5517.21,0.53,4,48.5,12.2,41,7,5,3,0.4,337
0.4,0.52,16,0.0,3,0.3,0.48,0.02,24,0.0,49,10,7851.24,0.48,2,33.3,12.1,107,2,2,1,0.28,345
0.01,0.87,18,0.37,4,0.48,0.43,0.15,40,0.02,30,9,7138.59,0.52,4,48.8,13.7,38,9,3,1,1.0,376
0.01,0.2,3,0.01,4,0.23,0.33,0.12,50,0.02,43,0,1218.8,0.08,6,16.7,2.7,92,2,2,1,0.59,369
0.77,0.51,14,0.0,1,0.38,0.78,0.06,5,0.02,32,9,12005.4,0.5,6,15.9,9.8,97,6,6,4,0.23,364
0.55,0.52,18,0.21,4,0.63,0.68,0.44,27,0.01,45,15,9677.73,-0.01,5,64.8,0.1,115,9,1,5,0.42,378
0.88,0.41,4,0.0,3,0.6,0.54,0.41,54,0.01,38,4,13952.52,0.08,2,35.9,12.2,66,7,4,4,0.45,414
0.0,0.12,7,0.01,2,0.78,0.86,0.34,5,0.0,41,11,9545.35,0.56,5,25.9,10.0,41,7,0,4,0.75,352
0.02,0.35,2,0.37,4,0.96,0.28,0.52,53,0.02,43,6,12031.39,0.76,3,41.1,21.9,11,4,9,1,0.26,384
0.0,0.06,16,0.01,1,0.6,0.84,0.12,13,0.02,58,10,4968.63,0.34,3,47.6,21.1,72,3,7,1,0.92,359
0.99,0.38,3,0.0,2,0.49,0.89,0.49,4,0.0,50,5,13241.68,0.47,1,47.6,7.4,67,2,8,3,0.98,399
0.7,0.36,8,0.37,4,0.9,0.63,0.37,46,0.0,46,10,8061.62,0.51,4,22.8,21.8,17,4,7,1,0.83,381
0.01,0.8,13,0.38,3,0.38,0.24,0.27,49,0.42,41,19,2650.7,0.79,2,74.1,13.5,99,7,6,3,0.34,365
0.0,0.38,14,0.01,1,0.6,0.89,0.1,34,0.01,26,10,2344.61,0.66,2,67.9,13.6,41,1,11,3,0.42,340
0.01,0.26,15,0.37,1,0.27,0.75,0.42,31,0.02,50,8,8112.6,0.09,6,59.2,18.7,95,5,2,1,0.9,382
